         958227 function calls (954979 primitive calls) in 154.866 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      666    0.001    0.000    0.001    0.000 fromnumeric.py:2687(_max_dispatcher)
      666    0.001    0.000    0.001    0.000 shape_base.py:787(_split_dispatcher)
       83    0.001    0.000    0.001    0.000 sre_compile.py:265(_compile_charset)
       35    0.000    0.000    0.001    0.000 abc.py:105(__new__)
       14    0.000    0.000    0.001    0.000 re.py:222(split)
      667    0.001    0.000    0.001    0.000 multiarray.py:153(concatenate)
        1    0.000    0.000    0.001    0.001 arrayprint.py:1(<module>)
       12    0.001    0.000    0.001    0.000 datetime.py:461(__new__)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:1(<module>)
      147    0.000    0.000    0.001    0.000 TiffTags.py:26(__new__)
        1    0.000    0.000    0.001    0.001 arraysetops.py:1(<module>)
      433    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
        5    0.000    0.000    0.001    0.000 typing.py:2267(__new__)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
      666    0.001    0.000    0.001    0.000 shape_base.py:727(_array_split_dispatcher)
      234    0.001    0.000    0.001    0.000 typing.py:1278(__eq__)
        1    0.000    0.000    0.001    0.001 ExifTags.py:359(LightSource)
       56    0.000    0.000    0.001    0.000 posixpath.py:71(join)
      202    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:826(find_spec)
      217    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:746(find_spec)
        1    0.000    0.000    0.001    0.001 contextvars.py:1(<module>)
        1    0.000    0.000    0.001    0.001 config-3.py:1(<module>)
      191    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:360(_get_scalar_type_map)
        5    0.000    0.000    0.001    0.000 typing.py:2247(_make_nmtuple)
        6    0.001    0.000    0.001    0.000 numeric.py:2507(extend_all)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:371(<dictcomp>)
      666    0.001    0.000    0.001    0.000 fromnumeric.py:1021(_argsort_dispatcher)
       52    0.000    0.000    0.001    0.000 core.py:894(__init__)
       18    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
       48    0.000    0.000    0.001    0.000 sre_parse.py:85(opengroup)
        1    0.000    0.000    0.001    0.001 interpreter.py:390(__init__)
      564    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.001    0.001 metrics_portable.py:1(<module>)
       39    0.000    0.000    0.001    0.000 enum.py:579(_get_mixins_)
       18    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
      151    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
       15    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
      441    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
       75    0.000    0.000    0.001    0.000 sre_parse.py:356(_escape)
        1    0.000    0.000    0.001    0.001 ImageDraw.py:1(<module>)
      517    0.001    0.000    0.001    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.001    0.001    0.001    0.001 {built-in method tflite_runtime._pywrap_tensorflow_interpreter_wrapper.CreateWrapperFromFile}
       81    0.000    0.000    0.001    0.000 {built-in method builtins.any}
       18    0.000    0.000    0.001    0.000 arrayprint.py:1595(_array_str_implementation)
       13    0.000    0.000    0.001    0.000 core.py:8389(__init__)
       19    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
      349    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
      159    0.000    0.000    0.001    0.000 sre_parse.py:82(groups)
      480    0.001    0.000    0.001    0.000 typing.py:560(<genexpr>)
      454    0.001    0.000    0.001    0.000 {built-in method from_bytes}
      147    0.000    0.000    0.001    0.000 typing.py:1242(__eq__)
      429    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
       76    0.000    0.000    0.001    0.000 signal.py:9(<lambda>)
       31    0.000    0.000    0.001    0.000 enum.py:986(__and__)
        4    0.000    0.000    0.001    0.000 textwrap.py:422(dedent)
       50    0.000    0.000    0.001    0.000 _internal.py:872(_ufunc_doc_signature_formatter)
       18    0.000    0.000    0.001    0.000 arrayprint.py:506(wrapper)
       13    0.000    0.000    0.001    0.000 core.py:8394(getdoc)
      153    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
       33    0.000    0.000    0.001    0.000 typing.py:1143(<genexpr>)
      314    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
      323    0.001    0.000    0.001    0.000 functools.py:65(wraps)
      342    0.001    0.000    0.001    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
      357    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
      397    0.001    0.000    0.001    0.000 {built-in method builtins.globals}
        4    0.000    0.000    0.001    0.000 re.py:202(sub)
      317    0.001    0.000    0.001    0.000 overrides.py:105(array_function_dispatch)
       39    0.000    0.000    0.001    0.000 enum.py:590(_find_data_type)
        2    0.000    0.000    0.001    0.000 typing.py:1194(__getitem__)
        2    0.000    0.000    0.001    0.000 posixpath.py:392(realpath)
       36    0.000    0.000    0.001    0.000 getlimits.py:91(_float_to_float)
       18    0.000    0.000    0.001    0.000 enum.py:626(_find_new_)
      340    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        1    0.000    0.000    0.001    0.001 _compat_pickle.py:1(<module>)
      346    0.001    0.000    0.001    0.000 enum.py:446(<genexpr>)
        2    0.000    0.000    0.001    0.000 typing.py:1223(__getitem__)
      316    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      349    0.000    0.000    0.000    0.000 enum.py:801(value)
        1    0.000    0.000    0.000    0.000 typing.py:523(Optional)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
      102    0.000    0.000    0.000    0.000 typing.py:1053(<genexpr>)
      234    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
        6    0.000    0.000    0.000    0.000 posixpath.py:377(abspath)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       18    0.000    0.000    0.000    0.000 core.py:997(__init__)
        1    0.000    0.000    0.000    0.000 ExifTags.py:340(<dictcomp>)
      332    0.000    0.000    0.000    0.000 enum.py:796(name)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hashlib.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:1208(__getitem_inner__)
       26    0.000    0.000    0.000    0.000 core.py:921(__init__)
      269    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       13    0.000    0.000    0.000    0.000 abc.py:110(register)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
       35    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
      291    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2338(__new__)
        1    0.000    0.000    0.000    0.000 interpreter.py:529(allocate_tensors)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
      217    0.000    0.000    0.000    0.000 sre_parse.py:112(__init__)
    37/29    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
      221    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
      245    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 Image.py:136(Transpose)
       13    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1588(_guarded_repr_or_str)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        2    0.000    0.000    0.000    0.000 posixpath.py:401(_joinrealpath)
        6    0.000    0.000    0.000    0.000 re.py:197(search)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       82    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
       18    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
      202    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
      168    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
    34/14    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:65(_DTypeDictBase)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
      214    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       56    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
      205    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
        1    0.000    0.000    0.000    0.000 core.py:6550(__new__)
       72    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:156(Resampling)
       15    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       31    0.000    0.000    0.000    0.000 sre_parse.py:225(__init__)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        6    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
       64    0.000    0.000    0.000    0.000 enum.py:678(__new__)
       12    0.000    0.000    0.000    0.000 sre_parse.py:268(getuntil)
        1    0.000    0.000    0.000    0.000 ExifTags.py:343(Interop)
      183    0.000    0.000    0.000    0.000 typing.py:1272(_value_and_type_iter)
    34/14    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 Image.py:147(Transform)
        1    0.000    0.000    0.000    0.000 ExifTags.py:351(IFD)
       62    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
      151    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2356(<dictcomp>)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
        1    0.000    0.000    0.000    0.000 interpreter.py:303(OpResolverType)
        2    0.000    0.000    0.000    0.000 typing.py:1188(copy_with)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
      109    0.000    0.000    0.000    0.000 sre_parse.py:169(__setitem__)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
       18    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
        8    0.000    0.000    0.000    0.000 typing.py:801(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1219(__init__)
       35    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
      116    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       26    0.000    0.000    0.000    0.000 sre_parse.py:296(_class_escape)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
       54    0.000    0.000    0.000    0.000 typing.py:1330(<genexpr>)
      151    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6754(refer_to_array_attribute)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
       14    0.000    0.000    0.000    0.000 sre_compile.py:435(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 Image.py:175(Dither)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
      151    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        1    0.000    0.000    0.000    0.000 Image.py:188(Quantize)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
       15    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
      151    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
      144    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
        5    0.000    0.000    0.000    0.000 typing.py:2249(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
       42    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
      140    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        8    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
       53    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 enum.py:980(__or__)
       36    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:634(__neg__)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1236(_get_parent_path)
       66    0.000    0.000    0.000    0.000 typing.py:1055(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:49(__collect_extra_submodules)
        4    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 _version.py:148(__gt__)
       36    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2808(__new__)
       20    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        3    0.000    0.000    0.000    0.000 _version.py:114(_compare)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
      117    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 __init__.py:99(GArray)
        2    0.000    0.000    0.000    0.000 core.py:2978(__array_finalize__)
       20    0.000    0.000    0.000    0.000 os.py:755(encode)
        1    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:71(_DTypeDict)
        1    0.000    0.000    0.000    0.000 core.py:2697(MaskedArray)
        1    0.000    0.000    0.000    0.000 ImageFont.py:39(Layout)
       31    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
       18    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
        6    0.000    0.000    0.000    0.000 core.py:1146(__init__)
        1    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 numerictypes.py:589(_register_types)
      108    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
       67    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:33(seterr)
       81    0.000    0.000    0.000    0.000 __init__.py:25(decorator)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
       24    0.000    0.000    0.000    0.000 numerictypes.py:514(_scalar_type_key)
       96    0.000    0.000    0.000    0.000 typing.py:1074(<genexpr>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 Image.py:183(Palette)
       48    0.000    0.000    0.000    0.000 typing.py:1342(<genexpr>)
       81    0.000    0.000    0.000    0.000 __init__.py:14(set_module)
        1    0.000    0.000    0.000    0.000 __init__.py:44(GOpaque)
        5    0.000    0.000    0.000    0.000 os.py:683(__setitem__)
       51    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        8    0.000    0.000    0.000    0.000 typing.py:722(__init__)
        1    0.000    0.000    0.000    0.000 enum.py:1026(_decompose)
       72    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       14    0.000    0.000    0.000    0.000 __init__.py:142(_check_size)
        6    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
       78    0.000    0.000    0.000    0.000 _internal.py:883(<genexpr>)
       44    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       80    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
       61    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       85    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:76(inner)
       68    0.000    0.000    0.000    0.000 __init__.py:402(<genexpr>)
       70    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        4    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
        1    0.000    0.000    0.000    0.000 core.py:3127(view)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
        2    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
       64    0.000    0.000    0.000    0.000 sre_compile.py:81(_combine_flags)
       68    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:968(_sanity_check)
        8    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
       56    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       68    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 numerictypes.py:441(_construct_lookups)
        2    0.000    0.000    0.000    0.000 arrayprint.py:503(decorating_function)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
       40    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
        8    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
       77    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
       76    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__enter__)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
       78    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
       13    0.000    0.000    0.000    0.000 core.py:8406(_replace_return_type)
        2    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       57    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
        3    0.000    0.000    0.000    0.000 {built-in method io.open}
        5    0.000    0.000    0.000    0.000 _collections_abc.py:828(__contains__)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 core.py:6568(__array_finalize__)
        2    0.000    0.000    0.000    0.000 core.py:2952(_update_from)
       38    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
       31    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1226(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:435(__exit__)
        1    0.000    0.000    0.000    0.000 linalg.py:97(_determine_error_states)
        9    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
       45    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1231(__init__)
       41    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:83(<genexpr>)
       31    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        3    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
       28    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
       37    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       40    0.000    0.000    0.000    0.000 typing.py:371(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
       14    0.000    0.000    0.000    0.000 sre_compile.py:437(<listcomp>)
        1    0.000    0.000    0.000    0.000 metrics_interface.py:1(<module>)
       48    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       33    0.000    0.000    0.000    0.000 ImageMode.py:25(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:568(set)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        4    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:3588(_apply_env_variables)
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:351(_sanity_check)
       18    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
        2    0.000    0.000    0.000    0.000 core.py:6744(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 main.py:103(<listcomp>)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       18    0.000    0.000    0.000    0.000 enum.py:82(__init__)
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7f53aa7c2680}
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        2    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       35    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        3    0.000    0.000    0.000    0.000 _collections_abc.py:821(get)
        2    0.000    0.000    0.000    0.000 os.py:689(__delitem__)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1315(getLogger)
        3    0.000    0.000    0.000    0.000 __init__.py:501(PYFUNCTYPE)
        2    0.000    0.000    0.000    0.000 datetime.py:792(__new__)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
       33    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 ImageMode.py:1(<module>)
        7    0.000    0.000    0.000    0.000 core.py:2544(_arraymethod)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       10    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        2    0.000    0.000    0.000    0.000 posixpath.py:117(splitext)
        8    0.000    0.000    0.000    0.000 __init__.py:56(__init_subclass__)
        3    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 enum.py:1011(unique)
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
        1    0.000    0.000    0.000    0.000 config.py:1(<module>)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 interpreter.py:334(_get_op_resolver_id)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        2    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
        8    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 __init__.py:340(__init__)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        7    0.000    0.000    0.000    0.000 getlimits.py:685(__init__)
       18    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        2    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:467(Image)
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        5    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:123(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 defchararray.py:1922(chararray)
